# Ideographic Description Sequences (IDS) for BabelStone Han PUA
# URL: https://babelstone.co.uk/CJK/IDS_PUA.TXT
# Font: https://www.babelstone.co.uk/Fonts/PUA.html
# Version 1.292 (2021-03-16)
#
U+EF65		^⿱𦭳𦐇$
U+EF66		^⿰木奪$
U+EF67		^⿱罒𦄀$
U+EF68		^⿰⿳土八大攵$
U+EF69		^⿰負⿱夅夊$
U+EF6A		^⿸广圭$
U+EF6B		^⿱髟甾$
U+EF6C		^⿰⿱火衣刂$
U+EF6D		^⿱淲言$
U+EF6E		^⿱莊糸$
U+EF6F		^⿰咅血$
U+EF70		^⿱宄𧘇$
U+EF71		^⿱頃山$
U+EF72		^⿴囗久$
U+EF73		^⿰求塞$
U+EF74		^⿰魚副$
U+EF75		^⿰舌可$
U+EF76		^⿰酉呆$
U+EF77		^⿱山⿰氵𠧗$
U+EF78		^⿰氵⿱山𠧗$
U+EF79		^⿱日𡋍$
U+EF7A		^⿰⿱口爻見$
U+EF7B		^⿰虎斤$
U+EF7C		^⿰立⿱角可$
U+EF7D *		^⿰扌⿸厂⿱田且$
U+EF80		^⿱𡌏心$
U+EF81		^⿳罒口𧘇$
U+EF82		^⿰土忎$
U+EF83		^⿱目皿$
U+EF84		^⿰纟女$
U+EF85		^⿰糹女$
U+EF86		^⿱宀邑$
U+EF87		^⿰字阝$
U+EF88		^⿳冖日⿲丿人丶$
U+EF89		^⿰缶𦐇$
U+EF8A		^⿰口归$
U+EF8B		^⿱雨流$
U+EF8C		^⿱雨𪫕$
U+EF8D		^⿰𠦝夸$
U+EF8E		^⿰⿳士冖糸殳$
U+EF8F		^⿰糹𭆤$
U+EF90		^⿱彧虫$
U+EF91		^⿰亻⿳⿴𦥑爻大巳$
U+EF92		^⿰亻⿱與巳$
U+EF93		^⿱朱虫$
U+EF94		^⿸厭鳥$
U+EF95		^⿰山吉$
U+EF96		^⿺鬼甘$
U+EF97		^⿺鬼黑$
U+EF98		^⿰虫爭$
U+EF99		^⿰目崔$
U+EF9A		^⿱尔土$
U+EF9B		^⿳士冖⿱处木$
U+EF9C		^⿰犭索$
U+EF9D		^⿰马面$
U+EF9E		^⿺瓦未$
U+EF9F		^⿰火掌$
U+EFA0		^⿱⿰丬夕虫$
U+EFA1		^⿰钅翟$
U+EFA2		^⿰舟冬$
U+EFA3		^⿰舟东$
U+EFA4		^⿰舟東$
U+EFA5		^⿰讠丕$
U+EFA6		^⿰巴支$
U+EFA7		^⿰血乏$
U+EFA8		^⿰土解$
U+EFA9		^⿰釒仝$
U+EFAA		^⿰土星$
U+EFAB		^⿰釒徙$
U+EFAC		^⿸𠩵金$
U+EFAD		^⿱朔金$
U+EFAE		^⿰山悤$
U+EFAF		^⿱𥫗鏗$
U+EFB0		^⿺走岩$
U+EFB1		^⿱雨川$
U+EFB2		^⿰土黎$
U+EFB3		^⿸厂吾$
U+EFB4		^⿱丿𠑷$
U+EFB5		^⿰土巠$
U+EFB6		^⿰土𢀖$
U+EFB7		^⿰𤣩牽$
U+EFB8		^⿵门唐$
U+EFB9		^⿰𤣩𤓖$
U+EFBA		^⿰𤣩變$
U+EFBB		^⿰彳思$
U+EFBC		^⿺鼠包$
U+EFBD		^⿰土雝$
U+EFBE		^⿰火劭$
U+EFBF		^⿰鱼南$
U+EFC0		^⿰釒𮥼$
U+EFC1		^⿱彭心$
U+EFC2		^⿰氵𭗾$
U+EFC3		^⿰犭貪$
U+EFC4		^⿺鼠畱$
U+EFC5		^⿺辶𦮔$
U+EFC6		^⿰讠商$
U+EFC7		^⿰礻南$
U+EFC8		^⿱流正$
U+EFC9		^⿰土𭻾$
U+EFCA		^⿱日敖$
U+EFCB		^⿰光廷$
U+EFCC		^⿰阝垕$
U+EFCD		^⿰釒𤽊$
U+EFCE		^⿰釒此$
U+EFCF		^⿰木𣏰$
U+EFD0		^⿱亯灬$
U+EFD1		^⿰土厈$
U+EFD2		^⿱大𥄐$
U+EFD3		^⿱大旻$
U+EFD4		^⿰亻亨$
U+EFD5		^⿰宣阝$
U+EFD6		^⿰木匃$
U+EFD7		^⿺辶𭦌$
U+EFD8		^⿰日示$
U+EFD9		^⿰忄榮$
U+EFDA		^⿰日㳟$
U+EFDB		^⿱⿰孝成貝$
U+EFDC		^⿰冫仲$
U+EFDD		^⿳宀羽日$
U+EFDE		^⿰𡵬允$
U+EFDF		^⿰日或$
U+EFE0		^⿰彳⿱幺月$
U+EFE1		^⿱⿱⿴𦥑同冖山$
U+EFE2		^⿰石旱$
U+EFE3		^⿱𦥯玉$
U+EFE4		^⿰冫竑$
U+EFE5		^⿰釒⿸厂㐱$
U+EFE6		^⿱泊金$
U+EFE7		^⿰日⿳日⿲仌丨仌亏$
U+EFE8		^⿰羽愛$
U+EFE9		^⿸广𣪞$
U+EFEA		^⿱雨秀$
U+EFEB		^⿰釒虽$
U+EFEC		^⿰𤣩委$
U+EFED		^⿰𤣩⿳丿𭁨木$
U+EFEE		^⿰賛刂　$
U+EFEF		^？　$
U+EFF0		^⿰亻睪$
U+EFF1		^⿰釒裼$
U+EFF2		^⿰夋刂$
U+EFF3		^⿰山戚$
U+EFF4		^⿰氵翣$
U+EFF5		^⿱山勃$
U+EFF6		^⿰衤奐$
U+EFF7		^⿰牜辜$
U+EFF8		^⿸广畐$
U+EFF9		^⿰木𩲅$
U+EFFA		^⿰氵怗$
U+EFFB		^⿰釒衘$
U+EFFC		^⿱𥫗彭$
U+EFFD		^⿱山𠎤$
U+EFFE		^⿰木𨐌$
U+EFFF		^⿰車方$
U+F000		^⿰𧾷掌$
U+F001		^⿰口驚$
U+F002		^⿰扌棄$
U+F003		^⿰耒公$
U+F004		^⿰坐瓜$
U+F005		^⿰虫時$
U+F006		^⿰月⿱丸内$
U+F007		^⿸疒尉$
U+F008		^⿱艹麾$
U+F009		^⿲冫𣧄刂$
U+F00A		^⿰口昭$
U+F00B		^⿰口痴$
U+F00C		^⿰口坵$
U+F00D		^⿰口揰$
U+F00E		^⿰口抓$
U+F00F		^⿰口啄$
U+F010		^⿰口决$
U+F011		^⿰口捲$
U+F012		^⿰口飯$
U+F013		^⿰口府$
U+F014		^⿰口複$
U+F015		^⿰口嗄$
U+F016		^⿰口呵$
U+F017		^⿱山層$
U+F018		^⿰黹弗$
U+F019		^⿱艹⿱⿰臣古皿$
U+F01A		^⿰口爺$
U+F01B		^⿰口協$
U+F01C		^⿰口往$
U+F01D		^⿰口託$
U+F01E		^⿰火仒$
U+F01F		^⿰窄刂$
U+F020		^⿰扌經$
U+F021		^⿰扌⿱辟力$
U+F022		^⿰火⿱保𧘇$
U+F023		^⿰口抱$
U+F024		^⿰口蕉$
U+F025		^⿰口洞$
U+F026		^⿰口笞$
U+F027		^⿰虫琴$
U+F028		^⿰口⿱𡥅皿$
U+F029		^⿰氵𠕄$
U+F02A		^⿰犭黎$
U+F02B		^⿰氵追$
U+F02C		^⿰月㝵$
U+F02D		^⿱山異$
U+F02E		^⿰川矣$
U+F02F		^⿰山鬳$
U+F030		^⿰口隘$
U+F031		^⿰扌裳$
U+F032		^⿰口𥁀$
U+F033		^⿱爫官$
U+F034		^⿱宀覀$
U+F035		^⿰刂⿱彐一$
U+F036		^⿺辶才$
U+F037		^⿱不貝$
U+F038		^⿱椎十$
U+F039		^⿰礻呆$
U+F03A		^⿰亻⿱忠夂$
U+F03B		^⿲木兵咅$
U+F03C		^⿰口焙$
U+F03D		^⿰皮合$
U+F03E		^⿰亻㬱$
U+F03F		^⿰扌晒$
U+F040		^⿰扌𣧄$
U+F041		^⿰亻隆$
U+F042		^⿰口逼$
U+F043		^⿰口鑾$
U+F044		^⿰尋未$
U+F045		^⿱跋心$
U+F046		^⿰忄盟$
U+F047		^⿱論心$
U+F048		^⿱錫心$
U+F049		^⿰扌小$
U+F04A		^⿱切手$
U+F04B		^⿰扌卉$
U+F04C		^⿰扌幂$
U+F04D		^⿱⿸厂𤞣手$
U+F04E		^⿲扌兵咅$
U+F04F		^⿰扌厲$
U+F050		^⿰扌甕$
U+F051		^⿲扌束員$
U+F052		^⿱論手$
U+F053		^⿰文盡$
U+F054		^⿱冷毛$
U+F055		^⿹气羅$
U+F056		^⿱泥入$
U+F057		^⿰氵𫝹$
U+F058		^⿱削水$
U+F059		^⿱潑手$
U+F05A		^⿱辣灬$
U+F05B		^⿺爪圭$
U+F05C		^⿰爿瓜$
U+F05D		^⿸疒烕$
U+F05E		^⿸疒麥$
U+F05F		^⿰皮奄$
U+F060		^⿰皮巢$
U+F061		^⿰目乃$
U+F062		^⿰目𡕰$
U+F063		^⿰石鶯$
U+F064		^⿱能糸$
U+F065		^⿰土火$
U+F066		^⿰𣊔色$
U+F067		^⿱𫇦音$
U+F068		^⿱隆灬$
U+F069		^⿱靴手$
U+F06A		^⿰飠庵$
U+F06B		^⿱勿正$
U+F06C		^⿰扌鼠$
U+F06D		^⿺風鬼$
U+F06E		^⿰立集$
U+F06F		^⿰子背$
U+F070		^⿱𡧰玉$
U+F071		^⿰釒賽$
U+F072		^⿱？巴$
U+F073		^⿱艹半$
U+F074		^⿺辶比$
U+F075		^⿱𥫗布$
U+F076		^⿰出戈$
U+F077		^⿰讠旦$
U+F078		^⿰刁鸟$
U+F079		^⿰扌凡$
U+F07A		^⿰纟凡$
U+F07B		^⿺辶丰$
U+F07C		^⿰纟丰$
U+F07D		^⿰口恙$
U+F07E		^⿱左月$
U+F07F		^⿱⿰日⿱八文皿$
U+F080		
U+F081		^⿰耒工$
U+F082		^⿰忄井$
U+F083		^⿸厂九$
U+F084		^⿸厂夬$
U+F085		^⿸疒力$
U+F086		^⿰魚㐱$
U+F087		^⿰彳力$
U+F088		^⿱力十$
U+F089		^⿰？了$
U+F08A		^⿻冂⿱卄一$
U+F08B		^⿰虫名$
U+F08C		^⿱艹么$
U+F08D		^⿰口己$
U+F08E		^⿰石己$
U+F08F		^⿺辶欠$
U+F090		^⿰讠⿺辶欠$
U+F091		^⿺走單$
U+F092		^⿰目乔$
U+F093		^⿺瓜上$
U+F094		^⿰扌上$
U+F095		^⿰子入$
U+F096		^⿰虫入$
U+F097		^⿱入寸$
U+F098		^⿰礻入$
U+F099		^⿰糹霍$
U+F09A		^⿰羊山$
U+F09B		^⿰生刂$
U+F09C		^⿱？双$
U+F09D		^⿰长四$
U+F09E		^⿰馬離$
U+F09F		^⿰𠔾丁$
U+F0A0		^⿸尸屯$
U+F0A1		^⿰月夕$
U+F0A2		^⿰阝夕$
U+F0A3		^⿰车下$
U+F0A4		^⿰日下$
U+F0A5		^⿱？下$
U+F0A6		^⿸厂下$
U+F0A7		^(日 minus 1 stroke)$
U+F0A8		^(月 minus 2 strokes)$
U+F0A9		^⿰阝𠃓$
U+F0AA		^⿰𠃓戈$
U+F0AB		^⿺辶夭$
U+F0AC		^⿺辶乙$
U+F0AD		^⿰牜兼$
U+F0AE		^⿱乙力$
U+F0AF		^⿰忄以$
U+F0B0		^⿰应鸟$
U+F0B1		^⿸广用$
U+F0B2		^⿶凵又$
U+F0B3		^⿰讠与$
U+F0B4		^⿱于心$
U+F0B5		^⿰阝于$
U+F0B6		^⿱𥫗⿹𢦏业$
U+F0B7		^⿵門𫠣$
U+F0B8		^⿱艹⿵門𫠣$
U+F0B9		^⿺辶早$
U+F0BA		^⿰饣夬$
U+F0BB		^⿰氵早$
U+F0BC		^⿰纟占$
U+F0BD		^⿰氵长$
U+F0BE		^⿰𧾷中$
U+F0BF		^⿰贝专$
U+F0C0		^⿱千田$
U+F0C2		^⿱一心$
U+F0C3		^⿱亠公$
U+F0C4		^⿰冫土$
U+F0C5		^⿰冫𡈽$
U+F0C6		^⿰氵𡈽$
U+F0C7		^⿰亻彐$
U+F0C8		^⿱屾屾$
U+F0C9		^⿱大手$
U+F0CA		^⿱犬一$
U+F0CB		^⿻弓冫$
U+F0CC		^⿰歹表$
U+F0CD		^⿰由攵$
U+F0CE		^⿱龹小$
U+F0CF		
U+F0D1		^⿱𥫗厺$
U+F0D2		^⿱艹寸$
U+F0D3		^⿱田儿$
U+F0D4		^⿸广？$
U+F0D5		^⿸广石$
U+F0D6		^⿰口殻$
U+F0D7		^⿵门舌$
U+F0D8		^⿱𭕄电$
U+F0D9		^⿱由又$
U+F0DA		^⿱⺈曰$
U+F0DB		
U+F0DC		^⿳士䒑口$
U+F0DD		
U+F0DE		^⿱业𭚧$
U+F0DF		^⿱⺈冂$
U+F0E0		
U+F0E1		^⿱十冂$
U+F0E2		
U+F0E3		
U+F0E4		
U+F0E5		
U+F0E6		^⿰氵？$
U+F0E8		^⿱？女$
U+F0E7		
U+F0E9		^⿵门𫠣$
U+F0EA		^⿱𭕄贝$
U+F0EB		^⿱𭕄一$
U+F0EC		^⿱⺄示$
U+F0ED		^⿱⺄女$
U+F0EE		
U+F0EF		
U+F0F0		
U+F0F1		
U+F0F2		
U+F0F3		^⿱艹⿰？辛$
U+F0F4		^⿳士冖土$
U+F0F5		^⿱众一$
U+F0F7		
U+F0F8		^⿰车卜$
U+F0F9		^⿰委乚$
U+F0FA		^⿱爲𰆊$
U+F0FB		
U+F0FC		^⿱艹⿰氵？$
U+F0FD		^⿰𠔾山$
U+F0FE		
U+F0FF		^⿰亻？$
U+F100		
U+F101		
U+F102		^⿱𠆢氺$
U+F103		^⿱亠十$
U+F104		^⿰阝⿱⺈曰$
U+F105		^⿰月⿱⺄女$
U+F106		^⿱罒𫧇$
U+F107		^⿱𫧇心$
U+F108		^⿰扌⿱罒𫧇$
U+F109		^⿸厂⿳⿲有有有⿲有有有⿲有有有$
U+F121		^⿸厂⿱⿲有有有⿲有有有$
U+F10A		^⿱冖斗$
U+F10B		^⿰華刂$
U+F10C		^⿰咅支$
U+F10D		^⿰扌靠$
U+F10E		^⿰钅匊$
U+F10F		^⿰饣召$
U+F110		^⿳艹大雨$
U+F111		^⿰隺犬$
U+F112		^⿱二百$
U+F113		^⿱旡夊$
U+F114		^⿺辶⿳⿲日日日⿲日日日⿲日日日$
U+F115		^⿺辶⿳⿲日日日⿲日日日⿲日日巾$
U+F116		^⿰糹元$
U+F117		^⿰禾斉$
U+F118		^⿰木邊$
U+F119		^⿰來刂$
U+F11A		^⿰亻雙$
U+F11B		^⿰日當$
U+F11C		^⿰火夾$
U+F11D		^⿰麥季$
U+F11E		^⿰⿰⿳士冖麥殳$
U+F11F		^⿰火东$
U+F120		^⿰糹东$
U+F122		^⿰土？$
U+F123		^⿰月？$
U+F124		^⿰亻？$
U+F125		^⿺辶⿳⿲土土土⿲土土土⿲土土土$
U+F126		^⿰釒罗$
U+F127		^⿰犭朴$
U+F128		^⿰扌牵$
U+F129		^⿺辶⿸丰$
U+F12A		^⿰訁义$
U+F12B		^⿱文韭$
U+F12C		^⿳士冖天$
U+F12D		^⿳亠𠄞匚$
U+F12E		^⿳亠𠄞？$
U+F12F		^⿰訁⿳士冖天$
U+F130		^⿴囗⿱夂𭕄$
U+F131		^⿰貝⿳士冖天$
U+F132		^⿰糹⿳士冖天$
U+F133		^⿰馬乔$
U+F134		
U+F135		^⿱⿲丨丨⿱𠂉丶見$
U+F136		^⿰土？$
U+F137		^⿰？力$
U+F138		^⿱𠆢？$
U+F139		
U+F13A		^⿱𠂉？$
U+F13B		^⿱目𡭕$
U+F13C		
U+F13D		
U+F13E		^⿰？斗$
U+F13F		
U+F140		
U+F141		^⿰巾？$
U+F142		^⿰貝？$
U+F143		^⿰氵？$
U+F144		
U+F145		^⿱⿰彳？心$
U+F146		^⿳⿱丿⿵冂人一八$
U+F147		^⿰山麗$
U+F148		^⿰目𭦗$
U+F149		^⿱罒𡬠$
U+F14A		^⿺辶⿸尸丰$
U+F14B		^⿰訁⿱士头$
U+F14C		^⿰訁𫠣$
U+F14D		^⿰贝宁$
U+F14E		^⿸尸𠂌$
U+F14F		^⿰衤覧$
U+F150		^⿰貝⿱士头$
U+F151		^⿵門雪$
U+F152		^⿰扌寡$
U+F153		^⿴囗专$
U+F154		^⿰糹⿱士头$
U+F155		^⿰扌东$
U+F156		^⿱队手$
U+F157		^⿱隊手$
U+F158		^⿺辶夺$
U+F159		^⿺辶奪$
U+F15A		^⿰糹⿱𰀢見$
U+F15B		^⿰糹𫠣$
U+F15C		^⿰扌笮$
U+F15D		^⿰糹戋$
U+F15E		^⿰馬佥$
U+F15F		^⿰訁𠬤$
U+F160		
U+F161		^⿱艹？$
U+F162		^⿰扌？$
U+F163		^⿺尺正$
U+F164		^⿰氵丰月$
U+F165		^⿰口玷$
U+F166		^⿰舌夋$
U+F167		^⿰口拽$
U+F168		^⿰扌⿱穴兀$
U+F169		^⿰甴曱$
U+F16A		^⿰曱甴$
U+F16B		^⿺風叐$
U+F16C		^⿱竜衣$
U+F16D		^⿻一𠃏$
U+F16E		^⿰氵𬼁$
U+F16F		^⿰氵𬼄$
U+F170		^⿰虍刂$
U+F171		^⿰釒四$
U+F172		^⿰釒六$
U+F173		^⿰釒七$
U+F174		^⿰土〾𠷎$
U+F175		^⿰岂攴$
U+F176		^⿰岂攵$
U+F177		^⿱亠奊$
U+F178		^⿰亻她$
U+F179		^⿱宀⿰爿⿱一臬$
U+F17A		^⿰扌⿱𠃋口$
U+F17B		^⿰口這$
U+F17D		^⿰男也$
U+F17E		^⿱刻士$
U+F17F		^⿱二合$
U+F180		^⿰月愈$
U+F181		^⿰貝骨$
U+F182		^⿰貝突$
U+F183		^⿰目𣈆$
U+F184		^⿰日崗$
U+F185		^⿰衤律$
U+F186		^⿰孛乙$
U+F187		^？$
U+F188		^？$
U+F189		^？$
U+F18A		^⿱一𠫝$
U+F18B		^⿱不在$
U+F18C		^⿱不完$
U+F18D		^⿱不顺$
U+F18E		^⿰扌⿵門入$
U+F18F		^⿰缶刀$
U+F190		^⿱左⿰左左$
U+F191		^⿱不断$
U+F192		^⿱东⿰东东$
U+F193		^⿱不滑$
U+F194		^⿲丨人丨$
U+F195		^？$
U+F196		^(月 minus 1 stroke)$
U+F197		^？$
U+F198		^⿰釒⿳⺈𠔿比$
U+F199		^⿰木戌$
U+F19A		^⿰木⿱又右$
U+F19B		^⿰阝⿱曰工$
U+F19C		^⿱癶𰌣$
U+F19D		^？$
U+F19E		^？$
U+F19F		^？$
U+F1A0		^⿰糹盡$
U+F1A1		^⿱㐅冇$
U+F1A2		^⿹？下$
U+F1A3		^⿱丿走$
U+F1A4		^⿸⿻冖丿又$
U+F1A5		^⿱夭井 or ⿱天井$
U+F1A6		^⿰馬兊$
U+F1A7		^⿰釒胴$
U+F1A8		^⿱夭中 or ⿱天中$
U+F1A9		^⿰石絫$
U+F1AA		^⿱丰登$
U+F1AB		^？$
U+F1AC		^⿺九各$
U+F1AD		^⿰口洗$
U+F1AE		^⿱⿰大九⿹勹三$
U+F1AF		^⿱𠅯虫$
U+F1B0		^⿰缶邕$
U+F1B1		^⿰每严$
U+F1B2		^⿰囟疋$
U+F1B3		^⿺九曾$
U+F1B4		^⿺先⿱成母$
U+F1B5		^⿲丶丿丶$
U+F1B6		^⿰盾攵$
U+F1B7		^⿻乃丶$
U+F1B8		^⿰丶了$
U+F1B9		^⿱胡皿$
U+F1BA		^⿻了乛$
U+F1BB		^⿺乙若$
U+F1BC		^⿺乙無$
U+F1BD		^⿺乙襄$
U+F1BE		^⿰虫千$
U+F1BF		^⿱云⿰云云$
U+F1C0		^⿸𠂇且$
U+F1C1		^⿱古斗$
U+F1C2		^⿷匚水$
U+F1C3		^⿰光刂$
U+F1C4		^⿵冂十$
U+F1C5		^⿵冂⿰丨丨$
U+F1C6		^⿻冂𠀆$
U+F1C7		^⿱⿰瓜彖䖵$
U+F1C8		^⿵冂⿲纟言纟$
U+F1C9		^⿱巩言$
U+F1CA		^⿰亻𫧇$
U+F1CB		^⿰亻𡴴$
U+F1CC		^〾夨$
U+F1CD		^⿰亻奍$
U+F1CE		^⿰亻逼$
U+F1CF		^⿰女乌$
U+F1D0		
U+F1D1		^⿱母⿰母母$
U+F1D2		^⿰母乜$
U+F1D3		^⿰扌经$
U+F1D4		^⿱不贝$
U+F1D5		^⿰舟卬$
U+F1D6		^⿰口銮$
U+F1D7		^⿰寻未$
U+F1D8		^⿱锡心$
U+F1D9		^⿲扌束员$
U+F1DA		^⿱艹⿴囗㕣$
U+F1DB		^⿰口士$
U+F1DC		^⿰口毋$
U+F1DD		^⿰子宫$
U+F1DE		^⿱宀同$
U+F1DF		^⿰扌⿵冂丶$
U+F1E0		^⿰氵都$
U+F1E1		^⿰牜公$
U+F1E2		^⿰𧾷义$
U+F1E3		^⿰石法$
U+F1E4		^⿰羽必$
U+F1E5		^⿰月赫$
U+F1E6		^⿰舌丹$
U+F1E7		^⿱艹吐$
U+F1E8		^⿱艹帕$
U+F1E9		^⿰豸屯$
U+F1EA		^⿰𧾷奉$
U+F1EB		^⿰釒⿱？寸$
U+F1EC		^⿰釒猫$
U+F1ED		^⿱高龰$
U+F1EE		^⿵鬥尌$
U+F1EF		^⿰？？$
U+F1F0		^⿻囗丨$
U+F1F1		^⿻囗丨$
U+F1F2		^⿱艹卧$
U+F1F3		^⿰虫戈$
U+F1F4		^⿰虫磨$
U+F1F5		^⿱岩亦$
U+F1F6		^⿰𤣩邦$
U+F1F7		^⿱艹汩$
U+F1F8		^⿰石罂$
U+F1F9		^⿱𥫗来$
U+F1FA		^⿱𥬵土$
U+F1FB		^⿰虫具$
U+F1FC		^⿰木毕$
U+F1FD		^⿰钅也$
U+F1FE		^⿱代币$
U+F1FF		^⿳王玨大$
U+F200		^⿰石东$
U+F201		^⿰石柬$
U+F202		^⿰巫男$
U+F203		^⿰音空$
U+F204		^⿰阝穹$
U+F205		^⿳艹执云$
U+F206		^⿰毛亶$
U+F207		^⿰受鸟$
U+F208		^⿰受鳥$
U+F209		^⿰讠华$
U+F20A		^⿰口鏬$
U+F20B		^⿰鼎虎$
U+F20C		^⿰鬲虎$
U+F20D		^⿰𧈂犬$
U+F20E		^⿰丁寧$
U+F20F		^⿰石世$
U+F210		^⿰女𠧗$
U+F211		^⿺電𠧗$
U+F212		^⿰舌笑$
U+F213		^⿰甚寺$
U+F214		^⿰多余$
U+F215		^⿰镸⿱彡犮$
U+F216		^⿲𩵋咢𩵋$
U+F217		^⿸疒麦$
U+F218		^⿰女聯$
U+F219		^⿰文尽$
U+F21A		^⿹气罗$
U+F21B		^⿱泼手$
U+F21C		^⿰𧾷呇$
U+F21D		^⿰石莺$
U+F21E		^⿰亻孟$
U+F21F		^⿱准廾$
U+F220		^⿱穴堀$
U+F221		^⿰身八$
U+F222		^⿱⿻乃一皿$
U+F223		^⿰饣庵$
U+F224		^⿺辶⿱覀舛$
U+F225		^⿱能女$
U+F226		^⿰压气$
U+F227		^⿰口莺$
U+F228		^⿰扌⿳⺈𠔿比$
U+F229		^⿰𧾷车$
U+F22A		^⿱冖𰥍$
U+F22B		^⿰讠凼$
U+F22C		^⿰乌衣$
U+F22D		^⿰口⿱耳？$
U+F22E		^⿰口筛$
U+F22F		^⿰口隔$
U+F230		^⿱茶旦$
U+F231		^⿲木？月$
U+F232		^⿳𠀐国八$
U+F233		^⿰方罂$
U+F234		^⿰方罌$
U+F235		^⿸疒灭$
U+F236		^⿺尧吉$
U+F237		^⿱羽个$
U+F238		^⿰𧾷贡$
U+F239		^⿰夹业$
U+F23A		^⿺虎下$
U+F23B		^⿰目空$
U+F23C		^⿰火兴$
U+F23D		^⿱尚女$
U+F23E		^⿰木窒$
U+F23F		^⿰口赵$
U+F240		^⿰糹么$
U+F241		^⿱艹烕$
U+F242		^⿰子蜚$
U+F243		^⿰日禽$
U+F244		^⿰肯气$
U+F245		^⿰扌寍$
U+F246		^⿸户婁$
U+F247		^⿱𡿧田$
U+F248		^⿰糹⿱𡿧田$
U+F249		^⿰氵顷$
U+F24A		^⿸疒阑$
U+F24B		^⿰扌厉$
U+F24C		^⿰目厉$
U+F24D		^⿱𠦑日$
U+F24E		^⿸疒申$
U+F24F		^⿰讠申$
U+F250		^⿱丿⿻乚北$
U+F251		^⿰𧾷罂$
U+F252		^⿰土灌$
U+F253		^⿰饣吝$
U+F254		^⿱论心$
U+F255		^⿱论手$
U+F256		^⿱论又$
U+F257		^⿰齿衣$
U+F258		^⿱木⿰豆寸$
U+F259		^⿰乌恶$
U+F25A		^⿰烏衣$
U+F25B		^⿰烏惡$
U+F25C		^⿰牜⿸户甫$
U+F25D		^⿰⿱𠂤止頁$
U+F25E		^⿰子卑$
U+F25F		^⿰亻芇$
U+F260		^⿰冫介$
U+F261		^⿰侖刂$
U+F262		^⿰禾蕉$
U+F263		^⿰產頁$
U+F264		^⿱艹所$
U+F265		^⿰⿱彡系頁$
U+F266		^⿰垔㚇$
U+F267		^⿰車杘$
U+F268		^⿰仑刂$
U+F269		^⿰日艾$
U+F26A		^⿱𥫗𢧵$
U+F26B		^⿰車伯$
U+F26C		^⿰壴⿱立重$
U+F26D		^⿱山税$
U+F26E		^⿰⿱𬼀貝頁$
U+F26F		^⿰氵檾$
U+F270		^⿱封章$
U+F271		^⿱⿳亠丷冖⿳冃一八$
U+F272		^⿰氵餋$
U+F273		^⿱椅几$
U+F274		^⿱鼓心$
U+F275		^⿱穴卑$
U+F276		^⿱𥫗支$
U+F277		^⿰火督$
U+F278		^⿰目帝$
U+F279		^⿰耳台$
U+F27A		^⿳艹吅大$
U+F27B		^⿰舌昜$
U+F27C		^⿰巾⿳⺈𠔿比$
U+F27D		^⿰氵⿳⿱亠口⿱冖口羊$
U+F27E		^⿱⿹⿺𠃑𠄠𠄠心$
U+F27F		^⿰月⿳⺈𠔿比$
U+F280		^⿰巾冝$
U+F281		^⿰貝化$
U+F282		^⿱𥫗妻$
U+F283		^⿰槊刂$
U+F284		^⿰圣由$
U+F285		^⿰口細$
U+F286		^⿲𠦝臣月$
U+F287		^⿱艹⿲月原𣳾$
U+F288		^⿺是革$
U+F289		^⿱妙一$
U+F28A		^⿰忄實$
U+F28B		^⿰忄実$
U+F28C		^⿱𥫗瀹$
U+F28D		
U+F28E		^⿱台灬$
U+F28F		^⿺辶⿱𭕄共$
U+F290		^⿰⿱八臼烏$
U+F291		^⿰⿱八旧烏$
U+F292		^⿰石麗$
U+F293		^⿰烏⿱八臼$
U+F294		^⿱八⿰臼烏$
U+F295		^⿱八⿰旧烏$
U+F296		^⿱八⿰旧？$
U+F297		^⿰今鸟$
U+F298		^⿰正鸟$
U+F299		^⿰民鸟$
U+F29A		^⿰完鸟$
U+F29B		^⿰妻鸟$
U+F29C		^⿱山领$
U+F29D		
U+F29E		
U+F29F		
U+F2A0		
U+F2A1		
U+F2A2		
U+F2A3		^⿱艹牃$
U+F2A4		
U+F2A5		
U+F2A6		
U+F2A7		
U+F2A8		
U+F2A9		
U+F2AA		
U+F2AB		
U+F2AC		
U+F2AD		
U+F2AE		
U+F2AF		
U+F2B0		
U+F2B1		
U+F2B3		
U+F2B4		
U+F2B5		
U+F2B8		
U+F2B9		
U+F2BA		
U+F2BB		
U+F2BC		
U+F2BD		
U+F2BE		
U+F2BF		
U+F2C0		
U+F2C1		
U+F2C2		
U+F2C3		
U+F2C4		
U+F2C5		
U+F2C7		
U+F2C8		
U+F2C9		
U+F2CA		
U+F2CB		
U+F2CC		^⿱𠂉力$
U+F2CD		
U+F2CE		
U+F2CF		
U+F2D0		
U+F2D1		
U+F2D2		
U+F2D3		
U+F2D4		
U+F2D5		
U+F2D7		^⿸广⿳田田皿$
U+F2D8		^⿱辰鬲$
U+F2D9		^⿱𥫗愚$
U+F2DA		^⿱時鳥$
U+F2DB		^⿰古寺$
U+F2DC		^⿰奚力$
U+F2DD		^⿰釒都$
U+F2DE		^⿰亻革$
U+F2DF		^⿰⿱爫夫力$
U+F2E0		^⿺辶喜$
U+F2E1		^⿰阝雋$
U+F2E2		^⿰釒拉$
U+F2E3		
